hora,tipo_sinal,direcao,tamanho_canal_pct_atr,distancia_sma_pct_atr,rsi,vela_gatilho_corpo_pct,aceleracao_velas_contra,vela_1_antes_corpo_pct,vela_1_antes_favor,vela_2_antes_corpo_pct,vela_2_antes_favor,alvo_win
12,0,1,1.4788213148236358,6.223209216893628,67.1114768662539,0.1188089254221375,1,0.4055256714102523,-1,0.5582427135955514,1,1
12,0,1,1.487697615080148,5.910385769621424,64.67979974593155,0.4609911581699131,0,0.1188089254221375,1,0.4055256714102523,-1,1
15,0,-1,0.4580750205811844,3.343371381224578,40.44297595227907,0.3217588995699289,1,0.7713898442995997,-1,0.8551945255832232,1,1
15,0,-1,0.3936129379922713,3.33560278971268,38.708042270329855,0.2498553999825209,0,0.640992677474628,1,0.2616836140156877,1,1
15,0,-1,0.3889977381520249,3.6530376530982256,36.65603129765901,0.3729615491228988,1,0.2498553999825209,-1,0.640992677474628,1,0
16,0,-1,0.9795658326840282,5.739800112218101,39.70471970742742,0.3899855050010988,0,0.1992020674415933,1,0.7100962904660243,1,0
21,0,-1,0.8852234478802837,2.412838359471172,49.50100804533642,0.6820355702977828,1,0.9614238967352836,-1,0.5908402550222395,1,1
21,0,1,0.5924484460247686,0.6123827191776237,61.19773653998389,0.5204992852844419,1,0.3581961128600755,-1,0.1812857298393702,1,1
22,0,1,1.2237325395498482,4.161829254373631,67.07564203824191,0.3926413213724608,0,0.1871288648901108,1,0.8218000356551951,1,1
22,0,1,0.8808393667947653,5.91974708397085,74.50559961515381,0.2639279379685621,0,0.2482223610726574,1,0.784774651601885,1,1
22,0,1,0.8768276854087248,6.208246613984747,76.12273846928207,0.3462733195037825,1,0.2639279379685621,-1,0.2482223610726574,1,1
22,0,1,0.8431614692220029,5.052125689785597,66.18721365006255,0.617090251851597,0,0.3462733195037825,1,0.2639279379685621,-1,1
7,0,1,0.4175367456571561,2.3303303222595506,60.25176321643229,0.7949456554662214,0,0.3902969943387669,1,0.4181257620324906,1,1
